tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
CHỦ BÁN GẤP- PHẠM VĂN CHIÊU- 40m2-4 TẦNG-3PN-HẺM XE HƠI- HOÀN CÔNG.,"6,59 tỷ","164,75 triệu/m²",40 m²,"Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","SIÊU ĐẸP - KTS THIẾT KẾ PHONG CÁCH MID CENTURY MODERN - 40m2-4 TẦNG-3PN MASTER -XE HƠI NGỦ NHÀ - KHU DÂN TRÍ CAO PHÂN LÔ ĐỒNG BỘ - CHỈ 6.79
✅ Diện tích : 40m2
✅ Kết Cấu : 4 Tầng 3PN 3WC , ban công
✅ Pháp Lý : Hoàn công đủ
✅ Vị trí : hẻm bê tông 6m sạch sẽ ,xe hơi ngủ nhà",0914943953,"Nhà ngõ, hẻm",40 m²,,"164,75 triệu/m²",,4 phòng,3 phòng,,,,Hẻm xe hơi,4 m,10 m,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
"68m2NHÀ QUANGTRUNG SAU STCOOPMART,2TẤM,4PN 68tr/m2","4,799 tỷ","70,59 triệu/m²",68 m²,"Đường Quang Trung, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","🌈🌈🌈68m2 NHÀ SAU LƯNG ST COOPMART QUANG TRUNG 68m2-2TẦNG-4PN🌸
⚡️+ 4.2 x 15 nở hậu 5m 68m2
⚡️+ Nhà 2 tầng 4PN, 3WC phòng khách, bếp
⚡️+ Sau siêu thị coopmart, trưởng mầm mon, C1,2 nhà nước, BV GV…tiện ích ko thiếu gì
CHỈ NHỈNH 4 T
📞Lh ***(Thảo Thảo)",0975090978,"Nhà ngõ, hẻm",68 m²,,"70,59 triệu/m²",,4 phòng,2 phòng,,,,Hiện trạng khác,4.2 m,15 m,,,"[104.24, 109.38, 108.63, 108.63, 110.71, 94.55, 94.55, 110.23, 111.86, 114.29, 115.53, 102.75, 102.75]"
"Nhà Mặt tiền GV 10m, gần trường, thông đường lớn, 4PN, 5WC, sân thượng","8,6 tỷ","174,80 triệu/m²",49.2 m²,"Đường số 14, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","🔥🔥gửi ace 🌹🌹 hh 2% khi khách cọc 🔥🔥

 ==>Chỉ cần bỏ ra 2ty6 thì căn mặt tiền này là của bạn rồi 📣📣📣

 💥💥📍Đc 69 Đường số 4, P.16, Gò Vấp 💥💥
🚘🚘Mặt tiền đường rộng – xe hơi tránh nhau thoải mái, thuận tiện di chuyển đi các tuyến đường lớn Lê Văn Thọ, Nguyên Văn Khối, Quang Trung, Nguyễn Oanh, Thống Nhất, Lê Đức Thọ,... 
🏜️Khu dân cư sầm uất – kinh doanh mọi ngành nghề (ăn uống, spa, văn phòng, showroom…)
🌳🏖️Gần chợ, trường học, siêu thị – khách vãng lai đông đúc, buôn bán cực kỳ thuận lợi
🏠Diện tích: 4m10 x 12m,1 trệt 2 lầu, 4PN, 5Wc + sân thượng xanh mát thêm bình trà thư giãn như resort tại gia
✅Nhà đẹp, hiện đại, chỉ việc xách vali vào ở hoặc khai thác cho thuê ngay,tặng full nội thất như 
hình
🎁 Giá chỉ: 8,6 tỷ (TL)…bank cho vay 6tỷ
❌ Nhà đẹp, hơi hướng hiện đại, thích hợp gia đình đông thành viên, kinh doanh buôn bán. 
❌Quanh năm kiếm tiền, đã đến lúc mạnh dạn vun vén cho tổ ấm của mình rồi ạ
❌Nhà trống sẵn xem, xin mời khách ❤️",,"Nhà mặt phố, mặt tiền",49.2 m²,,"174,80 triệu/m²",Đã có sổ,4 phòng,5 phòng,2,Nội thất đầy đủ,,,4.1 m,12 m,,,"[138, 132.29, 132.29, 136.14, 131.67, 131.67, 124.25, 125.71, 133.69, 134.33, 134.33, 134.33, 134.33]"
"Bán nhà HXH nhà ngang 5m SHR vuông đẹp, chủ xây ở cứng cáp 3Tầng 4PN","8,498 tỷ","94,42 triệu/m²",90 m²,"Đường Quang Trung, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","🏠BÁN NHÀ NGANG 5M SHR VUÔNG ĐẸP | NHÀ CHỦ XÂY Ở TÂM HUYẾT CỨNG CÁP | KHU PHÂN LÔ AN NINH DÂN TRÍ |
----------------------------------------
• Vị trí: Quang Trung - EMART Phan Huy Ích

• Diện tích: 5m x 18 m.

• Kết cấu: 3 tầng 4 PN 4 WC sân thượng mát

• Pháp lý: sổ hồng riêng – hoàn công đầy đủ

• Hẻm: xe hơi đến – khu an ninh dân trí cao

• Phù hợp: gia đình ở lâu dài, kinh doanh online

• Giá: 8Tx còn TL trực tiếp chủ – thiện chí bán
------------------
📞 Liên hệ xem nhà ngay - Anh Nhà Đất
Hỗ trợ tận tâm, chọn nhà ưng ý
Chuyên nhà Gò Vấp | Nhà HXH đẹp ở KD",0913420313,"Nhà ngõ, hẻm",90 m²,201 m²,"94,42 triệu/m²",Đã có sổ,4 phòng,4 phòng,3,Nội thất cao cấp,,Hẻm xe hơi,5 m,18 m,,,"[94.09, 121.2, 101.67, 101.67, 91.67, 101.84, 100.46, 115, 104.07, 102.04, 114.17, 113.29, 130.36]"
"🏡 8TỶ (TL) Ngang 5.2 (60m2) - Xe Hơi Ngủ Trong Nhà, 15M Ra MT",8 tỷ,"133,33 triệu/m²",60 m²,"Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","🏡 8TỶ (TL) Ngang 5.2 (60m2) - Xe Hơi Ngủ Trong Nhà, 15M Ra MT- KHU PHÂN LÔ ĐỒNG BỘ NGAY CÔNG VIÊN LÀNG HOA - GV
📐 Diện tích: 5.2 x 11.5m
🏗 Kết cấu: 4 tầng BTCT kiên cố
 • Phòng khách – bếp
 • 4 phòng ngủ – 5 WC
 • Phòng thờ, phòng làm việc
 • Ban công, sân phơi, sân thượng trồng cây

Liên hệ: *** - Long",0763999979,"Nhà ngõ, hẻm",60 m²,320 m²,"133,33 triệu/m²",Đã có sổ,5 phòng,5 phòng,4,Nội thất cao cấp,,Hẻm xe hơi,5.2 m,11.5 m,,,"[100.46, 109.83, 113.95, 113.95, 102.08, 100, 113.43, 110, 133.11, 133.11, 107.79]"
"SIÊU PHẨM 4X17M FULL NỘI THẤT - P15, GÒ VẤP - 5 TỶ NHẬN NHÀ","8,4 tỷ","123,53 triệu/m²",68 m²,"Tô ngọc Vân, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","📍 Vị trí đẹp, hẻm 1 sẹc Tô Ngọc Vân, khu dân cư hiện hữu
📐 Diện tích: 4 x 17m
🧭 Hướng: Tây chếch Nam
🏗 Thiết kế: Trệt + lửng + lầu
🛋 Phòng khách rộng, bếp thoáng
🛏 4 phòng ngủ, 5 WC
🙏 Phòng thờ riêng
🌿 Sân thượng trước – sau thoáng mát
💰 Giá bán: 8,4 tỷ – còn thương lượng
📞 Liên hệ: *** Khoa
👉 Xem nhà thực tế – làm việc chính chủ!",0932627253,"Nhà ngõ, hẻm",68 m²,,"123,53 triệu/m²",Đã có sổ,4 phòng,5 phòng,4,Nội thất cao cấp,,Hẻm xe hơi,4 m,17 m,,,"[94.44, 110.71, 92.5, 95.98, 111.32, 111.32, 100, 111.4, 107.9, 108.84, 108.84, 108.84, 108.84]"
BÁN NHÀ 2 TẦNG - HẺM ÔTÔ GÒ VẤP - NGAY EMART PHAN HUY ÍCH - 32M2,"3,3 tỷ","103,12 triệu/m²",32 m²,"Đường Quang Trung, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","+ DT: 3,5m x 9m
+ Kết cấu: 1 trệt 1 lầu, gồm 2 phòng ngủ, 2wc. 
+ Gần trung tâm Gò Vấp giáp các quận: Bình Thạnh, Phú Nhuận, Tân Bình, Q12… 
+ Hẻm xe hơi thông ra Quang Trung, Phạm Văn Bạch, Tân Sơn... 
+ Sổ hồng riêng, hoàn công đủ các tầng.",0906230983,"Nhà ngõ, hẻm",32 m²,64 m²,"103,12 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Hoàn thiện cơ bản,,Hẻm xe hơi,3.5 m,9 m,,,"[94.09, 121.2, 101.67, 101.67, 91.67, 101.84, 100.46, 115, 104.07, 102.04, 114.17, 113.29, 130.36]"
"CHÍNH CHỦ GẤP BÁN 51m2, PHAN VĂN TRỊ CHỈ 5,1 TỶ TL","5,1 tỷ",100 triệu/m²,51 m²,"Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","🔥🔥🔥BÁN NHÀ sát mặt tiền Phan Văn Trị
🧭 Địa chỉ: P5 GV

- DT 4.3x12.8m.
- Diện tích sử dụng: 100.m² có 3PN 2WC, có PN dưới trệt
- Kết cấu: nhà 2 tầng đúc thiết kế tinh tế – đầy đủ công năng sử dụng.
- Pháp lý: Sổ hồng riêng nở hậu, pháp lý chuẩn, hoàn công đủ, sổ ở nhà công chứng ngay.

Gia 5,1ty TL chính chủ.

☎️*** E Tươi hỗ trợ xem nhà miễn phí và nhiệt tình.",,"Nhà mặt phố, mặt tiền",51 m²,,100 triệu/m²,Đã có sổ,3 phòng,2 phòng,2,Nội thất đầy đủ,,Nhà nở hậu,4.3 m,12.8 m,,,[]
💥Biệt Thự _ 6x22 +5phòng Cho Thuê_ Dương Quảng Hàm_ Gò Vấp🍀Nhỉnh 13tỷ,"13,5 tỷ","103,85 triệu/m²",130 m²,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","🔥 BIỆT THỰ DƯƠNG QUẢNG HÀM – P.5 GÒ VẤP 🔥
🚚 Hẻm xe tải – khu VIP, dân trí cao

📐 6 x 22m | 130m² | Sổ A4 vuông
🏗 1 trệt 1 lầu – 2PN 2WC + 5 phòng trọ phía sau
📜 GPXD 5 tầng – tiện xây CHDV dòng tiền

📍 Gần Bờ Kè – ĐH Văn Lang – Sân bay – Vincom – Cityland – Emart

💰 Giá: Nhỉnh 13 tỷ

📞 Liên Hệ : *** ( Call/ Zalo)",0902829494,"Nhà ngõ, hẻm",130 m²,260 m²,"103,85 triệu/m²",Đã có sổ,7 phòng,Nhiều hơn 6 phòng,2,Nội thất đầy đủ,,Hẻm xe hơi,6 m,22 m,,,"[116.42, 141.74, 117.6, 103.16, 103.16, 99.74, 125, 133.69, 133.69, 143.5]"
"BÁN NHÀ LÔ GỐC QUANG TRUNG, P10, GV - 3PN - NGANG 8 - 4.68 TỶ","4,68 tỷ",130 triệu/m²,36 m²,"Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","BÁN NHÀ LÔ GỐC QUANG TRUNG, P10, GV - 3PN - NGANG 8 - 4.68 TỶ

Đối diện Vincom Quang Trung, Đại Học Công Nghiệp, Siêu Thị Lotte, Chợ Hạnh Thông Tây, Khu City Land
- Nhà Được Xây Dựng: 1 Trệt 1 Lầu Gồm (2PN Lầu 1 và 1PN Tầng Trệt, 2WC, Ban Công Thoáng Mát, Phòng Khách, Bếp)
- Diện tích Nhà: Ngang 8 x 4.5M (36M2)
- Hẻm Trước nhà Rộng 3.5M
- Vị trí Ngay Trung Tâm Gò Vấp.
- Pháp lý rõ ràng
- Không lỗi Phong Thủy
- Giá: 4.68 Tỷ vẫn còn TL",0908372940,"Nhà ngõ, hẻm",36 m²,36 m²,130 triệu/m²,Đã có sổ,3 phòng,2 phòng,2,Nội thất đầy đủ,,Nhà nở hậu,8 m,4.5 m,,,"[107.46, 107.46, 106.79, 115.2, 115.2, 110.54, 110.54, 115, 109.26, 120.83, 110.7, 112.41, 112.5]"
4 ❌ 15 HXH - GÒ VẤP 5 TẦNG - PHAN HUY ÍCH - nhỉnh 8 TỶ,"8,7 tỷ",145 triệu/m²,60 m²,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","🍀 HẺM XE HƠI - KHU CAO TẦNG ĐỒNG BỘ - DÂN TRÍ AN NINH.

🕌 5 phòng ngủ - 5 WC.
 Phòng thờ, giặt phơi - Sân để xe - Sân thượng trước sau thoáng mát.

🛵 Gần E mart - Tiện ích xung quanh đầy đủ - Trường học các cấp.

❄️ Sổ hồng riêng - Pháp lý chuẩn - Hoàn công đầy đủ.",089894 ***,"Nhà ngõ, hẻm",60 m²,,145 triệu/m²,Đã có sổ,5 phòng,5 phòng,5,,,Hẻm xe hơi,4 m,15 m,,,"[101.42, 101.42, 105.04, 102.5, 114.29, 111.45, 103.65, 116.62, 124.7, 106.58, 114.29]"
ĐẸP NHẤT GÒ VẤP LÚC NÀY - HXH NGUYỄN VĂN KHỐI,"7,7 tỷ",154 triệu/m²,50 m²,"Đường số 11, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","PHƯỜNG THÔNG TÂY HỘI - NHÀ MỚI - 50M (4x12.5) - 4 TẦNG - 4 PN 5 WC - 7.x TỶ

🌻 Nhà mới kết cấu 1 trệt + 2 lầu, sân thượng: bao gồm sân để xe, phòng khách, bếp, 4 PN 4 WC, phòng thờ, sân phơi. 

🌻 Tặng toàn bộ nội thất mới y như hình, khách vào ở đón Tết.

🌻 Siêu vị trí:  hẻm xe hơi 4 chỗ an ninh, yên tĩnh. Hàng xóm dân trí.

🌻 Sổ đỏ riêng biệt, sẵn sàng giao dịch",0969410112,"Nhà ngõ, hẻm",50 m²,44 m²,154 triệu/m²,Đã có sổ,4 phòng,4 phòng,4,Nội thất cao cấp,,Hẻm xe hơi,4 m,13 m,,,"[101.24, 108.31, 107.89, 107.89, 120.75, 104.71, 117.45, 113.33, 117.39, 117.39, 113.54, 113.54, 113.54]"
NHÀ MỚI QUANG TRUNG 56M2 NỘI THẤT ĐẸP KO LG,"5,9 tỷ","105,36 triệu/m²",56 m²,"Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","🚩🚩NHÀ MỚI QUANG TRUNG - 56M2 - NỘI THẤT ĐẸP - 2 MẶT THOÁNG KO LG - GẦN NGÃ 5 CHUỒNG CÚN - HƠN 5T

🏡VT: Quang Trung, P10, Gò Vấp

- DT: Ngang 4x14m chuẩn
- Kết cấu: 2 tầng gồm 2 PN, 2 WC , Khách Bếp, Phòng thờ, ban công trước.
- Nhà lô góc thoáng mát, không lộ giới, thiết kế hiện đại, sang trọng tiện ích, hẻm an ninh, dân trí tốt.
- Đối diện UBND phường Gò Vấp, đi Phú Nhuận, Bình Thạnh..về trung tâm SG rất gần
- SHR vuông vức. Công chứng trong ngày

💰 Giá chào: 5,9 tỷ TL

📲LH: BĐS ĐẠI HÙNG - THƯƠNG LƯỢNG CHÍNH CHỦ",,"Nhà ngõ, hẻm",56 m²,,"105,36 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất cao cấp,,Hẻm xe hơi,4 m,14 m,,,"[107.46, 107.46, 106.79, 115.2, 115.2, 110.54, 110.54, 115, 109.26, 120.83, 110.7, 112.41, 112.5]"
66m2 - HXH - 1 sẹc Phạm Văn Chiêu - 5.x đồng,"5,6 tỷ","84,85 triệu/m²",66 m²,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","- 4pn 3wc có pn trệt cho ng lớn tuổi
- Gần chợ , trường , tiện ích đầy đủ
- SHR ,PL chuẩn , hoàn công đủ , công chứng ngay",0898424720,"Nhà ngõ, hẻm",66 m²,,"84,85 triệu/m²",Đã có sổ,4 phòng,,,,,Hẻm xe hơi,4 m,17 m,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
"4,19 TỶ 3 NGỦ HXH PHẠM VĂN CHIÊU CHỢ THẠCH ĐÀ","4,19 tỷ","119,71 triệu/m²",35 m²,"Hẻm 237 Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","🌺🌺🌺GIẢM CÒN 4,19 TỶ - 3 NGỦ - HẺM XE HƠI - PHẠM VĂN CHIÊU - CHỢ THẠCH ĐÀ - FULL NỘI THẤT 
• DT: 35m2
• KC: 1 trệt - 1 lầu: 3 Phòng ngủ, 3 wc 
• Pháp lý chuẩn, SHR
• Hẻm trước ô tô đậu ngay cửa, khu dân trí
• Tặng đầy đủ nội thất. 
📲LH: BĐS ĐẠI HÙNG",0909665893,"Nhà ngõ, hẻm",35 m²,,"119,71 triệu/m²",Đã có sổ,3 phòng,2 phòng,5,Nội thất cao cấp,,Hẻm xe hơi,,,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
"Bán nhà mặt tiền nguyễn văn khối, trệt 2 lầu","9,98 tỷ","232,09 triệu/m²",43 m²,"Đường Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","Bán Nhà mặt tiền Nguyễn Văn Khối phường 8 
Kinh doanh buôn bán sầm uất nhất gò vấp.
 DT. 3.3m Nở Hậu 3.35 × 13mdiện tích sàn CN 114m2 Nhà nở hậu tài lộc về đầy nhà, vỉa hè 5m ô tô để thoải mái. 
Nhà một trệt 2 lầu 4 Phòng ngủ ,4 phòng vệ sinh 🚾 
SHR, hoàn công đủ 
Giá 9,980 TL nhẹ",0976235118,"Nhà mặt phố, mặt tiền",43 m²,,"232,09 triệu/m²",Đã có sổ,4 phòng,4 phòng,2,,,,3.3 m,13 m,,,[]
"Bán nhà Phan huy ích DT 3 X 10 2PN, 2WC","3,75 tỷ","113,64 triệu/m²",33 m²,"Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Chính chủ cần bán gấp nhà Phan huy ích, p14, Gò Vấp 
Nhà sau lưng Emart Phan Huy ích , khu dân cư an ninh 
- DT 3 X 11 Nhà 1 lầu, 2 phòng ngủ, 2 wc - Nhà cứng cáp về ở ngay 
- Pháp lý sổ hông chính chủ 
Gía 3,75ty/Thuong luong",090250 ***,"Nhà ngõ, hẻm",33 m²,60 m²,"113,64 triệu/m²",Đã có sổ,2 phòng,2 phòng,1,Nội thất đầy đủ,,Nhà nở hậu,3 m,11 m,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
"BÁN CHDV 5PN,6WC - HXH NGUYỄN BỈNH KHIÊM GÒ VẤP - CHỈ 8.8Tỷ","8,8 tỷ","169,23 triệu/m²",52 m²,"Đường Nguyễn Bỉnh Khiêm, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","🏡 NHÀ GÒ VẤP GIÁP BÌNH THẠNH – Ô TÔ ĐỖ CỬA – 4 TẦNG BTCT
📍 Nguyễn Bỉnh Khiêm, P. Hạnh Thông (P1 cũ), Gò Vấp

📐 Diện tích: 52m² - chiều ngang 8.3M
🏗 Kết cấu: 1 trệt 2 lầu sân thượng
🛏 5 PN – 6 WC (WC riêng từng phòng)
➡️ Có phòng ngủ tầng trệt
💼 Vừa ở vừa khai thác cho thuê CHDV, dòng tiền ổn định

🚗 Ô tô đỗ trước cửa 
📍 Gần mặt tiền Phạm Văn Đồng, giáp Nguyễn Thượng Hiền, Bình Thạnh
🏫 Khu dân trí cao, an ninh yên tĩnh, gần CĐ Bách Khoa & nhiều trường học

📄 Sổ hồng riêng – hoàn công đầy đủ
💰 Giá: 8.8 tỷ (TL)

📞📱Xem nhà ngay chốt liền tay",,"Nhà ngõ, hẻm",52 m²,52 m²,"169,23 triệu/m²",Đã có sổ,5 phòng,6 phòng,4,Nội thất cao cấp,,Hẻm xe hơi,8.3 m,8.6 m,,,[]
"Bán Nhà Mặt Tiền Đường số 8 C4_4,2mx11m Mới Sạch Sẽ","7,5 tỷ","163,04 triệu/m²",46 m²,"Đường số 8, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","BÁN CĂN NHÀ MẶT TIỀN ĐẸP ĐƯỜNG SỐ 8 -P11 - GÒ VẤP 🍀🍀
•••—————••🇻🇳••—————•••
- Giá : 7.5 TL 
- Vị Trí : mặt tiền đường lớn vị trí kinh doanh mọi ngành nghề phù hợp văn phòng công ty xây dựng mới ….
- Dt: 4.2m x 11m . Sổ Cn 35m2 . Hiện trạng nhà cấp bốn mới khang trang !",0902003441,"Nhà mặt phố, mặt tiền",46 m²,,"163,04 triệu/m²",Đã có sổ,1 phòng,1 phòng,1,,Tây,,4.2 m,11 m,,,"[120.43, 120.43, 120.43, 120.43, 120.43, 120.43, 120.43, 120.43, 120.43, 120.43, 120.43]"
HXH NGUYỄN VĂN KHỐI - PTHÔNG TÂY HỘI - 50M2.,"7,7 tỷ",154 triệu/m²,50 m²,"Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","🌈 HXH NGUYỄN VĂN KHỐI - PHƯỜNG THÔNG TÂY HỘI - NHÀ MỚI - 50M (4x12.5) - 4 TẦNG - 4 PN 5 WC - 7.x TỶ
🏠 Nhà mới kết cấu 1 trệt + 2 lầu, sân thượng: 
🧱 P.khách, bếp, 4PN 4WC,phòng thờ, sân phơi. 
✅ Tặng toàn bộ nội thất mới, cao cấp
📌 Siêu vị trí:  hẻm xe hơi 4 chỗ an ninh, yên tĩnh. 
📕 Sổ đỏ riêng biệt, sẵn sàng giao dịch.
📲*** THANH BÌNH",0906946486,"Nhà ngõ, hẻm",50 m²,50 m²,154 triệu/m²,Đã có sổ,4 phòng,4 phòng,,,,Hẻm xe hơi,4 m,12.5 m,,,"[100.46, 109.83, 113.95, 113.95, 102.08, 100, 113.43, 110, 133.11, 133.11, 107.79]"
BÁN NHÀ KHU CITYLAND CENTER HILL,"21,5 tỷ",215 triệu/m²,100 m²,"Đường Số 1, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","Bán nhà khu cao cấp đồng bộ 
CITYLAND CENTER HILL 
p7 - Gò Vấp
Dt : 5m x 20m (100m2)
Kc : 4 tầng
Giá : 21.5tỷ 
***",0917424222,"Nhà mặt phố, mặt tiền",100 m²,400 m²,215 triệu/m²,,5 phòng,6 phòng,5,,,Nhà nở hậu,5 m,20 m,,,"[170, 170, 170, 170, 180.49, 188.57, 188.57, 211.72, 211.72, 211.72, 211.72, 211.72, 211.72]"
"nhà đúc 3,5 tấm đường số 8 phường 11 gò vấp dt: 174m2","21,9 tỷ","125,86 triệu/m²",174 m²,"Đường số 8, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","Mặt tiền đường số 8 phường 11 gò vấp cần bán gấp 
DT: 5 x 35m đúc kiên cố 1 trệt 1 lửng 3 lầu đang cho thuê 55tr/1 tháng 
Vị trí: nằm mặt tiền đường thông thoáng thuận tiện buôn bán mọi ngành nghề 
Giá bán: 21ty900tr LH: *** Trang",0919910070,"Nhà mặt phố, mặt tiền",174 m²,174 m²,"125,86 triệu/m²",Đã có sổ,5 phòng,,,,,,5 m,35 m,,,"[138.78, 138.78, 140.22, 140.22, 138.3, 162.5, 134.74, 142.19, 142.33, 142.33, 142.33, 142.33, 142.33]"
BÁN NHÀ MẶT TIỀN - NGUYỄN THÁI SƠN P3 GV - 90M2 5✘18 .,"13,5 tỷ",150 triệu/m²,90 m²,"Đường Nguyễn Thái Sơn, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","☎️BÁN NHÀ 4 TẦNG MẶT TIỀN - 5✘18 .
 - NGUYỄN THÁI SƠN - P3 - Gò Vấp. 

Đang cho thuê 30tr/tháng . 

Kết cấu : 1 trệt 2 lầu sân thượng . 

Sổ hồng riêng , hoàn công đủ. Pháp lý chuẩn , công chứng nhanh .",,"Nhà mặt phố, mặt tiền",90 m²,225.16 m²,150 triệu/m²,Đã có sổ,5 phòng,5 phòng,,,,Hẻm xe hơi,5 m,18 m,,,[]
"HxH sát Mặt Tiền, Gần Trường Ng Du, T Nhất* 50m2X2Tầng, 3pn*Hơn 6 tỷ","6,48 tỷ","129,60 triệu/m²",50 m²,"Đs1 Thống Nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","Nhà Chính Chủ- Hẻm ôtô đậu cửa Nhà 2 mặt Hẻm, Sát Mặt tiền Đ Thông Đ Số 8 Ra Thống Nhất Trường Ng Du *50m2 X 2Tầng
 * Hơn 6 tỷ TL 
Đs1 Thống Nhất P11 Gò Vấp
4,1m X 12m : 3pn, 2wc
Có PN trệt cho Người lớn
Hẻm 4m Ra 50m Thông ra Thống Nhất, ĐS 8
Sổ hồng riêng Chính chủ, Hoàn công Đủ, ko QH, ko lộ giới
Lh zalo ***
Tín Gia Phát 65",0962269219,"Nhà ngõ, hẻm",50 m²,100 m²,"129,60 triệu/m²",Đã có sổ,3 phòng,2 phòng,2,Nội thất đầy đủ,,Hẻm xe hơi,4.1 m,12 m,,,"[101.24, 108.31, 107.89, 107.89, 120.75, 104.71, 117.45, 113.33, 117.39, 117.39, 113.54, 113.54, 113.54]"
ĐẸP NHẤT GÒ VẤP LÚC NÀY - HXH NGUYỄN VĂN KHỐI - PHƯỜNG THÔNG TÂY HỘI -,"7,699 tỷ",154 triệu/m²,50 m²,"Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","ĐẸP NHẤT GÒ VẤP LÚC NÀY - HXH NGUYỄN VĂN KHỐI - PHƯỜNG THÔNG TÂY HỘI - NHÀ MỚI - 50M (4x12.5) - 4 TẦNG - 4 PN 5 WC - 7.x TỶ
 ✅📲LIÊN HỆ NGAY KIM HỒNG NP *** .( Hỗ trợ xem nhà & Mua giá tốt ) 💪100% TIN THẬT 💪",0939580686,"Nhà ngõ, hẻm",50 m²,200 m²,154 triệu/m²,,4 phòng,5 phòng,4,,,Hẻm xe hơi,4 m,13 m,,,"[100.46, 109.83, 113.95, 113.95, 102.08, 100, 113.43, 110, 133.11, 133.11, 107.79]"
