tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
"Bán nhà MT Hoàng Hoa Thám, P.5. Ngay chợ cây Quéo, 2 mặt trước/sau","23,5 tỷ","223,81 triệu/m²",105 m²,"Đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Nhà 2 mặt tiền trước/sau đường Hoàng Hoa Thám, phường 5, Q.Bình Thanh
- DT 4.1x21.5m DTCN 105m2,
- Kết cấu 1 trệt 6 lầu sân thượng
- Nhà đẹp, vị trí ngay mặt tiền kinh doanh buôn bán sầm uất..nhà có mặt hẻm sau 4m có mở cửa sau rất thông thoáng, tiện vừa ở vừa kinh doanh, hoặc vừa ở vừa cho thuê…",090999 ***,"Nhà mặt phố, mặt tiền",105 m²,,"223,81 triệu/m²",,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,,,,,,,,[]
NHÀ MẶT TIỀN CHỢ CÂY QUÉO – 5 TẦNG BTCT – DÒNG TIỀN 54 TR/TH - 29 TỶTL,29 tỷ,"221,37 triệu/m²",131 m²,"Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","🔥 NHÀ MẶT TIỀN CHỢ CÂY QUÉO – 5 TẦNG BTCT – DÒNG TIỀN 54 TRIỆU/THÁNG – NỞ HẬU – GIÁ 29 TỶ (TL)

📍 Hoàng Hoa Thám, Phường Bình Lợi Trung, Quận Bình Thạnh

✅ VỊ TRÍ – GIÁ TRỊ VƯỢT TRỘI
 • Nhà mặt tiền Hoàng Hoa Thám, ngay chợ Cây Quéo, khu vực kinh doanh buôn bán sầm uất bậc nhất Bình Thạnh
 • Lưu lượng người qua lại đông đúc cả ngày lẫn tối, kinh doanh đa ngành nghề
 • Giáp ranh Phú Nhuận – Gò Vấp, kết nối nhanh Quận 1, Quận 3, sân bay Tân Sơn Nhất
 • Mặt sau hẻm ô tô, thông thoáng, cực hiếm nhà mặt tiền có 2 lối đi → gia tăng giá trị và công năng sử dụng

✅ THÔNG TIN CHI TIẾT
 • Diện tích: 5.1m x 26m – nở hậu tài lộc
 • Kết cấu: 5 tầng BTCT kiên cố
 • Tổng cộng 14 phòng:
 • Chủ nhà ở 2 phòng
 • 12 phòng cho thuê ổn định
 • Mặt bằng phía trước tách riêng, đang cho thuê kinh doanh

✅ DÒNG TIỀN KHAI THÁC SẴN – ỔN ĐỊNH
 • Mặt bằng phía trước (đang bán gạo): 19 triệu/tháng
 • 12 phòng cho thuê: ~35 triệu/tháng
👉 Tổng doanh thu hiện tại: ~54 triệu/tháng
👉 Có thể tối ưu thêm doanh thu nếu cải tạo – khai thác lại theo mô hình CHDV cao cấp

✅ PHÁP LÝ – AN TÂM GIAO DỊCH
 • Sổ hồng riêng, pháp lý chuẩn
 • Công chứng sang tên nhanh, hỗ trợ đầy đủ hồ sơ cho khách mua

✅ PHÙ HỢP
 • Khách đầu tư giữ tiền, tài sản mặt tiền giá trị cao
 • Khách mua vừa ở vừa kinh doanh / cho thuê
 • Đầu tư dòng tiền + tăng giá lâu dài tại khu trung tâm Bình Thạnh

💰 Giá bán: 29 TỶ – Thương lượng trực tiếp chính chủ
📞 Liên hệ ngay để xem nhà & làm việc chính chủ – nhà hiếm, không có căn thứ 2 so sánh khu vực",090884 ***,"Nhà mặt phố, mặt tiền",131 m²,,"221,37 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,,5,,,Nhà nở hậu,,,,,[]
NHÀ 2 TẦNG NƠ TRANG LONG - VI BẰNG ĐÃ KÊ KHAI NGUỒN GỐC BAO TRANH CHẤP,"1,25 tỷ","83,33 triệu/m²",15 m²,"Đường Nơ Trang Long, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","🔥 NHÀ NHỎ NƠ TRANG LONG BT - 2 TẦNG, Ở NGAY – CHI PHÍ THẤP 🌼 CHỈ 1.25 TỶ CÒN TL 

NGUỒN GỐC KÊ KHAI RÕ RÀNG, KHÔNG TRANH CHẤP, KHÔNG DÍNH QUY HOẠCH LỘ GIỚI -->> Ở MUÔN ĐỜI

 -15m², 2 tầng (ngang 3.8m × dài 4m) – gọn, đủ công năng
 -Vi bằng – kê khai 99, hồ sơ nguồn gốc rõ, bao tranh chấp theo hiện trạng
 -Cách mặt tiền vài căn, hẻm yên tĩnh, khu dân cư ổn định
 -Phù hợp người mua ở một mình / vợ chồng trẻ / tài chính thấp

📌 Thương lượng trực tiếp chủ
📞 *** – Liêm Cao ❤️‍🔥",,"Nhà ngõ, hẻm",15 m²,,"83,33 triệu/m²",Sổ chung / công chứng vi bằng,1 phòng,,,,,Hẻm xe hơi,3.8 m,4 m,,,"[129.66, 129.66, 129.66, 112.95, 146.61, 145.9, 136.96, 89.33, 125, 150.45, 150.45, 150.45, 150.45]"
53m2 (5.3 x 11m)+Sân 15m2 •SÁT HXH 8m• 2PN•NƠ TRANG LONG BT - 5.2 TỶ,"5,2 tỷ","98,11 triệu/m²",53 m²,"Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","• Vị trí: Nơ Trang Long P.12, Bình Thạnh. Gần đường lớn, chỉ vài bước ra hẻm xe tải, thuận tiện di chuyển các quận trung tâm.
• Diện tích: 5.3m x 11m, vuông vức A4, thêm sân 15m2 cực thoáng.
• Kết cấu: Trệt + lửng kiên cố, phù hợp gia đình nhỏ hoặc cải tạo thêm tầng. Công năng: Sân để xe rộng, phòng khách, bếp, 2 phòng ngủ.
• Hẻm: Trước nhà sạch sẽ, yên tĩnh, cách hẻm xe tải 3 căn nhà.
• Pháp lý: Sổ hồng riêng, pháp lý chuẩn, công chứng sang tên ngay.
*Giá bán chỉ 5 Tỷ2 có TL
☎️ Zalo Tuấn Nhà Ngon đi xem nhà 24/7",082246 ***,"Nhà ngõ, hẻm",53 m²,68 m²,"98,11 triệu/m²",Đã có sổ,2 phòng,1 phòng,2,Hoàn thiện cơ bản,,,5.3 m,11 m,,,"[178.22, 178.22, 166.76, 173.08, 173.37, 173.37, 134.69, 128.95, 123.08, 174.33, 141.15, 155.56, 155.56]"
33M2 - HXH- ĐINH TIÊN HOÀNG P.1 BÌNH THẠNH - 4 TẦNG - NHỈNH 5 TỶ🌹,"5,7 tỷ","172,73 triệu/m²",33 m²,"Đường Đinh Tiên Hoàng, Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","🔥🔥Mô tả: 
*DT: 4.3mx9m (33m2)
✅ Kết cấu: 1 trệt 2 lầu sân thượng.
✅ Gồm: 2 phòng ngủ, 3 tolet, phòng khách, bếp.
✅ Vị trí: Nằm gần Trường học các cấp, gần chợ, Bệnh viện, Uỷ Ban Quận, gần chợ Bà Chiểu, trung tâm Bình Thạnh, thuận tiện đi lại các quận: Q.1, Q.3, Q.Phú Nhuận…
✅ Hẻm xe hơi tránh, hẻm thông, cách mặt tiền 10 căn.
✅ Khu vực: Khu vực an ninh yên tĩnh, dân trí cao nhà xây dựng đồng đều.
✅ Pháp lý: Chuẩn, Sổ hồng công chứng ngay.
*Giá bán chỉ 5 tỷ7 có TL
☎️ Zalo Tuấn Nhà Ngon đi xem nhà 24/7",,"Nhà ngõ, hẻm",33 m²,132 m²,"172,73 triệu/m²",Đã có sổ,2 phòng,3 phòng,4,Nội thất đầy đủ,,Hẻm xe hơi,4.3 m,9 m,,,"[114.21, 132.45, 132.45, 138.58, 159.52, 157.22, 143.26, 143.26, 166.67, 180.95, 180.95, 180.95, 180.95]"
NHÀ BT BÙI ĐÌNH TUÝ MỚI - 31m2 - 2PN - hẻm ba gác gần chợ - 4tỷ95,"4,95 tỷ","159,68 triệu/m²",31 m²,"Đường Bùi Đình Tuý, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","*DTSD thực tế 31m2, DTCN trên sổ 27m2
✅ Vị trí siêu đẹp, yên tỉnh, An Ninh, dân trí cao, gần chợ Cây Điệp, Học viện cán bộ TPHCM, gần các đường: Chu Văn An, Phan Chu Trinh, Ngô Đức Kế, Lê Quang Định, Phan Đăng Lưu, Nơ Trang Long , Phạm Văn Đồng thuận tiện đi lại các quận: Q.Phú Nhuận, Q.1, Q.Tân Bình, Q.Thủ Đức, Q.Gò Vấp…
✅Tiện ích xung quanh: Cái gì cũng có, Trường học, Siêu Thị, Bệnh Viện đầy đủ.
✅Diện tích vs Kết cấu: 🏠 SIÊU PHẨM BÌNH THẠNH BÙI ĐÌNH TUÝ MỚI KENG.🌷 3.6*8.5 2 TẦNG 2Pn 2WC Full NỘI THẤT
🧭 NGAY TRỤC LÊ QUANG ĐỊNH * NƠ TRANG LONG - BẠCH ĐẰNG SIÊU TIỆN ÍCH.
*Giá bán chỉ 4 tỷ95 có thương lượng 
☎️ Zalo gặp Tuấn xem nhà 24/7 và hỗ trợ đàm phán giá chính chủ.",082246 ***,"Nhà ngõ, hẻm",31 m²,31 m²,"159,68 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất cao cấp,Đông,,3.6 m,8.5 m,,,"[128.03, 123.61, 165.15, 165.15, 153.98, 150.82, 154.98, 152.5, 110, 110]"
"HOÀNG HOA THÁM , BÌNH THẠNH - 34m2 (3.7 x 9 x 3 TẦNG) - 4PN - 5.xx T.ỷ","5,85 tỷ","188,71 triệu/m²",31 m²,"Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","• Vị trí: Hoàng Hoa Thám, Phường 7, Bình Thạnh, gần chợ Bà Chiểu
• Diện tích: Ngang 3.7m x dài 9m sử dụng 34m, cn 31m2, vuông vức.
• Kết cấu: Trệt 2 lầu (BTCT), 4Pn; 3 WC, 2 ban công thoáng.
• Công năng: Phòng khách, bếp, phòng ngủ bố trí hợp lý; nhà trống vào ở ngay.
• Khu vực: Hẻm sạch sẽ, an ninh; tiện ích xung quanh đầy đủ (chợ, trường, bệnh viện, siêu thị). Di chuyển 5phút về Quận 1 và Phú Nhuận.
• Pháp lý: Sổ hồng riêng, pháp lý chuẩn; nhà trống xem ngay, công chứng sang tên nhanh.
• Giá: 5.85 tỷ thương lượng.
☎️Zalo Tuấn Nhà Ngon xem nhà 24/7",082246 ***,"Nhà ngõ, hẻm",31 m²,34 m²,"188,71 triệu/m²",Đã có sổ,4 phòng,3 phòng,3,Hoàn thiện cơ bản,,,3.7 m,9 m,,,"[138.46, 134.66, 134.66, 155.56, 142.38, 142.38, 142.38, 142.64, 171.25, 171.25, 170, 170, 170]"
NHÀ ĐẸP• NGUYỄN VĂN LẠC P21 BT • 24M² x 2 TẦNG FULL NT • 2PN - 4.xx TỶ,"4,68 tỷ",195 triệu/m²,24 m²,"Nguyễn Văn Lạc, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","• Vị trí: Nguyễn Văn Lạc, P. Thạnh Mỹ Tây, Bình Thạnh. Hẻm 1 trục thẳng, ba gác ra vào, cách mặt tiền chỉ 30m.
• Diện tích: Ngang 3.4m x dài 7.8m, công nhận 24m².
• Kết cấu: 1 trệt 1 lầu đúc BTCT, 2PN, 2WC, có ban công.
• Nội thất: Tặng full nội thất cao cấp, khách mua chỉ việc dọn vào ở ngay.
• Khai thác: Nhà sát mặt tiền, có thể cho thuê 15 triệu/tháng.
• Pháp lý: Sổ hồng riêng, công chứng ngay.
💰 Giá bán: 4.68 tỷ (thương lượng).
☎️ Zalo Tuấn Nhà Ngon đi xem nhà 24/7",082246 ***,"Nhà ngõ, hẻm",24 m²,48 m²,195 triệu/m²,Đã có sổ,2 phòng,2 phòng,2,Nội thất cao cấp,,,3.4 m,7.8 m,,,"[134.5, 139.83, 136.36, 140, 140, 129.03, 129.03, 133.33, 130.43, 131.17, 131.17, 131.17, 131.17]"
💥GẦN CHỢ BÀ CHIỂU - 56M2 - SÁT MẶT TIỀN - HẺM THÔNG - 6 TỶ,6 tỷ,"107,14 triệu/m²",56 m²,"Đường Bùi Đình Tuý, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","💥GẦN CHỢ BÀ CHIỂU - 56M2 - SÁT MẶT TIỀN - HẺM THÔNG - 6 TỶ

✅ Diện tích : 56 M2 
✅ Vị trí : Bùi Đình Tuý, Phường 12, Bình Thạnh.308
✅ Kết cấu : trệt gồm 2PN 2WC, PK, bếp, sân để xe. 

✅ Hẻm thẳng 1 trục thông, cách 30m ra mặt tiền. Gần chợ Bà Chiểu, Phan Đăng Lưu, Bạch Đằng, giáp Q.1, Phú Nhuận
✅ Hẻm sạch sẽ An ninh, dân trí cao
✅ Sổ hồng pháp lý chuẩn 
💸 Giá : 6. TỶ ( Thương Lượng )",038885 ***,"Nhà ngõ, hẻm",56 m²,,"107,14 triệu/m²",Đã có sổ,2 phòng,2 phòng,1,Nội thất đầy đủ,,Nhà nở hậu,,,,,"[128.03, 123.61, 165.15, 165.15, 153.98, 150.82, 154.98, 152.5, 110, 110]"
Chính chů bán nhà nguyên hưu cånh bình thanh,"4,75 tỷ","186,27 triệu/m²",25.5 m²,"49/, Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","- BÁN NHÀ NGUYÊN HƯU CÅNH BÌNH THANH
- GIÁ : 4TY750 TR VÀO Ơ LIÊN 
- HÔ TRƠ VAY BACK 
- KÊT CÂU : 1 TRÊT LÂU 2 PHÒNG NGŮ 2 WS
- DT: 4M25 X 6M50 DTCN 25M5 DTSN 50M 
- Vi tri : cách chơ và ra đương lơn nguyên hưu cånh chî 60 m , gân trương hoc , nhà thơ , chùa , siêu thị di chuyên sang quân 1 khoang 5p rât thuân tiên di chuyên các quân trung tâm , khu vưc ăn uông không thiêu thư gì , gân ga tàu văn thánh
- Sô hông công chưng liên 
- Giá : 4 ty 750 tr thương lương 
- LH: *** xem nhà",,"Nhà ngõ, hẻm",25.5 m²,50 m²,"186,27 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,Nhà nở hậu,4.25 m,6.5 m,,,"[124.02, 104.47, 104.47, 151.21, 151.21, 86, 86, 126.36, 143.11, 137.5, 105.98, 150, 150]"
CHỦ NGỘP BÁN GẤP NHÀ MẶT TIỂN - NGUYỄN XÍ - F26,19 tỷ,"158,33 triệu/m²",120 m²,"Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","✔️MẶT TIỀN SẦM UẤT NGUYỄN XÍ - F BÌNH THẠNH - 

✔️BÁN 1 SỔ DT 120 NỞ HẬU HOẶC BÁN HÊT 5 SỔ DT 373M2 - 

✔️HỆ SỐ QUY HOẠCH XÂY DỰNG 8 TẦNG 

✔️TƯƠNG LAI MỞ RỘNG ĐƯỜNG NGUYỄN XÍ ,THÀNH 2 CHIỀU

✔️SỔ SẴN, CHỦ GẮP BÁN, THƯƠNG LƯỢNG MẠNH",093608 ***,"Nhà mặt phố, mặt tiền",120 m²,120 m²,"158,33 triệu/m²",Đã có sổ,4 phòng,,,,,Hẻm xe hơi,4 m,30 m,,,"[184.54, 184.54, 173.75, 180, 180, 181.25, 178.5, 178.5, 189.19, 189.19, 195.56, 195.56, 195.56]"
"NHÀ NHỎ GIÁ RẺ ĐÓN TẾT-NGAY NGAC TƯ HÀNG XANH CẠNH 5 TRƯỜNG ĐẠI HỌC 3,","3,65 tỷ","173,81 triệu/m²",21 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","NHÀ NHỎ GIÁ RẺ ĐÓN TẾT-NGAY NGAC TƯ HÀNG XANH CẠNH 5 TRƯỜNG ĐẠI HỌC 3,65 Tỷ

-3,5x6,5=21m2 => 2 tầng 42m2 sử dụng 
-Nhà đẹp ở ngay, hẻm thông Xô Viết Nghệ Tĩnh - Đ2 - Điện Biên Phủ, phù hợp gia đình trẻ an cư đón tết hoặc bố mẹ xa mua nhà cho cậu ấm cô chiêu đi làm Bình Thanh, Quận 1 hoặc học Đại Học ( Hutech, GTVT, Ngoại Thương, Hutech, Hồng Bàng, TC Maketing )
-Sổ hồng hoàn công đủ - liên hệ *** để làm chủ căn nhà hiếm có khó tìm này",091507 ***,"Nhà ngõ, hẻm",21 m²,,"173,81 triệu/m²",Đã có sổ,2 phòng,,,,,,,,,,"[141.06, 149.94, 122.79, 122.79, 142.86, 158.46, 158.46, 122.12, 120.52, 158.06, 142.04, 175.53, 176.33]"
🏡 NHÀ CẤP 4 NƠ TRANG LONG – BÌNH THẠNH | ~55m² – NỞ HẬU – HẺM XE HƠI 🏡,"4,9 tỷ","92,45 triệu/m²",53 m²,"Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","📍 Vị trí đẹp – tiện di chuyển:
- Nhà nằm đường Nơ Trang Long, Phường 13, quận Bình Thạnh.
- Xe hơi đậu cạnh nhà, sát mặt tiền, di chuyển cực tiện.

📐 Diện tích – Thông số chuẩn:
- Diện tích 53m²
- Nhà nở hậu, phong thủy đẹp – cực hiếm trong khu vực.

🏠 Kết cấu – công năng:
- Nhà 1 trệt + lửng
- 2 phòng ngủ, không gian thoáng mát
- Có sân để xe rộng rãi, sinh hoạt tiện nghi

📜 Pháp lý chuẩn:
- Sổ hồng đẹp – chính chủ một đời",093273 ***,"Nhà ngõ, hẻm",53 m²,,"92,45 triệu/m²",Đã có sổ,1 phòng,2 phòng,1,Nội thất đầy đủ,,Hẻm xe hơi,,,,,"[168.37, 168.37, 120.71, 120.71, 124.24, 124.53, 117.12, 117.12, 143.52, 123.86, 143.64, 151.05, 151.05]"
"BĐS dòng tiền, DT 5,1x17m, CN 87m2, TN 70tr/th, gần chợ Bà Chiểu","11,99 tỷ","137,82 triệu/m²",87 m²,"Đường Vũ Tùng, Phường 2, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","Nhà nằm ngay khu vực an ninh, dân trí cao, sát bên dự án rạch xuyên tâm. Xung quanh tập trung nhiều tiện ích: Chợ, ngân hàng, siêu thị, công viên,....Giao thông thuận lợi di chuyển ra Quận 1, Phú Nhuận chỉ mất vài phút.

Diện tích: 5.1x17m, công nhận: 87m2. Nhà xây Trệt + 3 Lầu, 5 phòng ngủ lớn, 9 WC, hiện đang cho thuê giường tầng thu nhập hơn 70tr/th. Nhà đúc bê tông cốt thép kiên cố, có thang thoát hiểm, hệ thống PCCC được trang bị đầy đủ.
Giá: 11.99 tỷ( thương lượng)
Liên hệ: Mr. Hiền. Quảng cáo vui lòng đừng gọi tôi.",093877 ***,"Nhà ngõ, hẻm",87 m²,,"137,82 triệu/m²",Đã có sổ,5 phòng,,,,,,5.1 m,17 m,,,"[150.83, 150.83, 150.83, 125.66, 160, 160]"
"Nhà đẹp 4 tầng ở ngay, DT 4x17m, CN 68m2, HXH 1 Sẹc Xô Viết Nghệ Tĩnh","13,5 tỷ","198,53 triệu/m²",68 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Nhà nằm ngay phường 25, cực kỳ sầm uất, tập trung nhiều trường đại học lớn quận Bình Thạnh. Với nhiều tiện ích xung quanh như: Chợ, ngân hàng, siêu thị, công viên,....Giao thông thuận lợi di chuyển ra Quận 1, Quận 2 chỉ mất vài phút.

Diện tích: 4x17m, công nhận: 68m2. Nhà xây Trệt + 2 Lầu + Sân thượng, có 5 phòng ngủ, 5 WC, nhà bếp, phòng khách. Nhà còn rất mới và kiên cố khách mua dọn vào ở ngay.
Giá: 13.5 tỷ( thương lượng)
Liên hệ: Mr Hiền. Quảng có xin đừng gọi phiền tôi.",,"Nhà ngõ, hẻm",68 m²,,"198,53 triệu/m²",Đã có sổ,5 phòng,,,,,Hẻm xe hơi,4 m,17 m,,,"[141.06, 149.94, 122.79, 122.79, 142.86, 158.46, 158.46, 122.12, 120.52, 158.06, 142.04, 175.53, 176.33]"
LÊ VĂN DUYỆT.NHÀ 3 TẦNG HẺM ÔTÔ ĐỖ CỬA. HẺM 4M THÔNG CÁCH MẶT TIỀN HẺM,"5,5 tỷ","177,42 triệu/m²",31 m²,"Đường Lê Văn Duyệt, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","Lê Văn Duyệt, phường 3, Bình Thạnh. Cách mặt tiền đường Lê Văn Duyệt 120m, cách Trường THPT Võ Thị Sáu và BV Bình Thạnh 250m, vài bước chân ra đường Võ Duy Tấn - đường Vạn Kiếp - kế bên chùa Phổ Hiền - phố ẩm thực Phan Xích Long.+ DT 31m². ngang 2,78m dài 11,18m nở hậu chữ L.+ 1 trệt 2 lầu, mái đúc BTCT, 2PN, 2WC, Có sẵn dòng tiền. + Đường trước nhà 4m, xe ô tô đỗ cửa,  hẻm thông xe tải đậu sát cửa ngày đêm + Sổ hồng riêng, chủ đang để két sắt, chờ chủ mới công chứng ngay. 📍 Nhà đang cho thuê.giá 5.5ty
Đt.***(Lan)",098801 ***,"Nhà ngõ, hẻm",31 m²,,"177,42 triệu/m²",Đã có sổ,2 phòng,2 phòng,3,Nội thất đầy đủ,Đông Nam,Hẻm xe hơi,2.78 m,11.18 m,,,"[132.35, 140.35, 135.66, 143.62, 143.62, 152.55, 150, 140.35, 140, 139.53, 139.53, 139.53, 139.53]"
Nhà bán 4 tầng. Dt 74m² hẻm xe tải đường 82 Bình Quớ Bình Thạnh,"11,5 tỷ","155,41 triệu/m²",74 m²,"Đường Bình Quới, Phường 28, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Quới, TP Hồ Chí Minh mới)","CẦN BÁN NHÀ HẺM XE TẢI ĐƯỜNG 82 BÌNH QUỚ - BÌNH THẠNH. 
DT 74M² 4 TẦNG THANG MÁY,NỘI THẤT CAO CẤP 
 Hđ cho THUÊ NGUYÊN CĂN (Ba mươi triệu đồng/tháng)
 Sổ hồng hoàn công đúng đủ",097277 ***,"Nhà ngõ, hẻm",74 m²,240 m²,"155,41 triệu/m²",Đã có sổ,6 phòng,6 phòng,4,,,Hẻm xe hơi,4 m,18.5 m,,,"[51.86, 90, 52.19, 60.05, 79.63, 79.86, 79.86, 67.95, 65.04, 65.04, 65.04, 65.04, 65.04]"
"Bán nhà Nguyễn Thượng Hiền, p5 Bình Thạnh, 34m2, 5 tầng,hẻm 2m, 6.x tỷ","6,8 tỷ",200 triệu/m²,34 m²,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","#HHNTH014
Bán nhà Nguyễn Thượng Hiền, p5 Bình Thạnh, 34m2, 5 tầng, hẻm 2m, 6.x tỷ.
🔥🔥🔥34M2 - 5 TẦNG – FULL NỘI THẤT – HẺM 2m – CHỈ 6.x TỶ 🔥🔥🔥
🍀Mô tả🍀
👉 Diện tích, kết cấu:
34m2
3PN, 4WC
1 trệt 1 lửng 2 lầu sân thượng
👉 Vị trí:
Hẻm 2m, cách mặt tiền 30m
Vị trí giáp Phú Nhuận, Bình Thạnh, thuận tiện ra sân bay Tân Sơn Nhất.
Khu vực dân trí cao.
Nằm gần Trường học các cấp, gần chợ, Bệnh viện, Uỷ Ban Quận.,,
Liền kề Nguyễn Văn Đậu, Lê Quang Định
👉 Pháp lý: Chuẩn, Sổ hồng công chứng 1p30s.,,,,
👉 Giá: 6.8 tỷ
👉 Điểm cộng: nhà xây mới, full nội thất, dọn vào là ở ngay.
👉 Liên hệ: Hiếu Huỳnh - Nhà Đất, 
#HHND85
#nguyenthuonghien #binhthanh
#bdsbinhthanh #batdongsanbinhthanh #nhabinhthanh #bannhabinhthanh #nhaphobinhthanh",090308 ***,"Nhà ngõ, hẻm",34 m²,,200 triệu/m²,Đã có sổ,3 phòng,4 phòng,5,Nội thất đầy đủ,,,,,,,"[171.07, 131.27, 131.27, 124.44, 124.44, 124.44, 130.22, 130.22, 130.22, 187.04, 171.24, 171.07, 171.07]"
"Chính chủ cần bán nhà biệt thự sân vườn, Phan Văn Trị (8x13)","16,8 tỷ","163,11 triệu/m²",103 m²,"198/5/24, Đường Phan Văn Trị, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","Nhà chính chủ, gứi anh em hoa 🌹 
1% nhờ ae bán phụ, ae môi giới mà trên 1% hoa 🌹thông cảm miễn giao dịch nhé ! (*** là sđt chính chủ)
BIỆT THỰ SÂN VƯỜN - KHÔNG GIAN LÝ TƯỞNG ĐỂ THƯỞNG THỨC CUỘC SỐNG 🍀Diện tích: 8x13m, tổng Dtsd: 360m2
🍀Khuôn viên nhà bao gồm:
🍀Sân vườn, Tầng trệt (2 P khách, P Bếp và Wc)
🍀Tầng 1 (Phòng ngủ Master, Wc và P làm việc)
🍀Tầng 2 (2 Phòng ngủ, Wc)
🍀Tầng 3 (Sân thượng) Phòng tập gym/yoga và sân vườn (hệ thống rau sạch), 2 giếng trời. Có thể cải tạo làm phòng ngủ hoặc phòng thờ (có sẵn đường nước)
🍀Để lại 100% nội thất (gắn tường lẫn đồ rời)
🍀Nhà xây rất kiên cố, kĩ từng chút theo phong cách Nhật Bản, tiền xây dựng đã hơn 6 tỷ chưa kế hệ thống cây cối, tiểu cảnh và nội thất
🍀Nội thất Rất cao cấp & Mới đa phần là thiết bị nhập khẩu Đức, Hà Lan, Italy đầy đủ
🍀Nhà sử dụng hệ thống smarthomes và chống trộm tiên tiến nhất, đồng bộ
🍀Hẻm quy hoạch là hẻm xe hơi tuy nhiên có một số căn xây lần ra nên xe hơi loại sedan lớn không vào tận nhà được, xe nhỏ hơn vào bình thường
🍀Giao thông thuận tiện, cơ sở hạ tầng phát triển, Khu dẫn cư hiện hữu, dân cư đông, khu dẫn trí cao
🍀An ninh tốt, Không gian yên tĩnh, không gian sống trong lành, mát mẻ
🍀Thương lượng giá trực tiếp cho chủ mới, để lại 100% nội thất (gắn tường lẫn đồ rời)
🍀Lưu ý: Khu này không bao giờ ngập nước kể cả những trận mưa lớn nhất lịch sử TP",0917722788,Nhà biệt thự,103 m²,309 m²,"163,11 triệu/m²",Đã có sổ,4 phòng,3 phòng,3,Nội thất cao cấp,Đông,Hẻm xe hơi,8 m,13 m,,,[]
