tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
BÁN NHÀ HẺM XE HƠI PHAN ĐÌNH PHÙNG- HƠN 50M2 - 4PN,"8,5 tỷ","166,67 triệu/m²",51 m²,"Đường Phan Đình Phùng, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","✅ Kết cấu: 4 tầng, 4PN - 3WC, sân thượng thoáng mát.
✅ Xe hơi đỗ cửa, ngay khu sầm uất, phù hợp vừa ở vừa kinh doanh: shop online, nail, spa.",094108 ***,"Nhà ngõ, hẻm",51 m²,,"166,67 triệu/m²",Đã có sổ,4 phòng,4 phòng,4,Nội thất đầy đủ,,,3 m,15 m,,,"[181.77, 181.77, 181.77, 212.57, 119, 119, 119, 145.13, 145.13, 155.73, 155.73, 155.73, 205.19]"
NHÀ ĐẸP PHAN XÍCH LONG- 4 TẦNG 4PN-6WC FULL NỘI THẤT MỚI,"8,99 tỷ","191,28 triệu/m²",47 m²,"Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","LÊN SÓNG NHÀ MỚI NGAY PHỐ ẨM THỰC PHAN XÍCH LONG
Phan Xích Long, P. Đức Nhuận, – khu dân trí cao, tiện ích đầy đủ, ngay phố ẩm thực
Diện tích: 3m25x15m nở hậu 3m35
Công nhận: 47m2 thực tế 50m2, xây dựng 170m2 sàn
Kết cấu: Trệt +3 lầu sân thượng
Công năng: sân để xe, phòng khách, bếp, 4PN – 6WC ,1 phòng thờ,khu giặt phơi ,2 sân thượng. các phòng đều có ban công rất thoáng.
Hẻm 3m rộng thoáng cách Hxh 20m. khu nhà phố cao tầng khang trang, yên tĩnh
Giá bán : 8tỷ990triệu thương lượng
xem nhà 24/7",,"Nhà ngõ, hẻm",47 m²,,"191,28 triệu/m²",Đã có sổ,4 phòng,6 phòng,,Nội thất cao cấp,,,,,,,"[195.86, 195.86, 176.19, 176.19, 171.71, 154.96, 154.96, 154.96, 136.18, 158.41, 174.71, 174.71, 174.71]"
2TỶ3-HẺM OTO-THÍCH QUẢNG ĐỨC-PHÚ NHUẬN-GẦN MT-3 TẦNG -NỘI THẤT CƠ BẢN,"2,3 tỷ",230 triệu/m²,10 m²,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","2TỶ3-HẺM OTO-THÍCH QUẢNG ĐỨC-PHÚ NHUẬN-GẦN MẶT TIỀN-3TẦNG -NỘI THẤT CƠ BẢN NHƯ ẢNH
3TẦNG-1PN-THƯỢNG-1WC-HẺM OTO-GẦN MẶT TIỀN
-GIÁP PHAN ĐĂNG LUU-KHU ẨM THỰC PHAN XÍCH LONG-Q1-NGUYỄN KIỆM-RA SÂN BAY NHANH CHÓNG.THÔNG TỨ TUNG HOÀNG HOA THÁM-NGUYÊN THƯỢNG HIỀN-tiện ích đầy đủ
-LH *** GẶP CHỦ THƯƠNG LƯỢNG",,"Nhà ngõ, hẻm",10 m²,,230 triệu/m²,Đã có sổ,1 phòng,,2,Hoàn thiện cơ bản,,Hẻm xe hơi,,,,,"[189.76, 142.5, 170.28, 180.81, 180.81, 180.56, 145.79, 166, 157.92, 173.54, 179.77, 175, 190.35]"
bán nhà 5 phòng ngủ mới đẹp trung tâm phú nhuận giá chỉ 6 tỷ,6 tỷ,"214,29 triệu/m²",28 m²,"42/2, Đường Duy Tân, Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Nhà mới hiện đại trung tâm Phú Nhuận 28m², 5phòng ngủ, sổ hồng riêng, giá tốt chỉ 6.6 tỷ
🏡 SIÊU PHẨM PHÚ NHUẬN – NHÀ MỚI KIẾN TRÚC HIỆN ĐẠI – 5 PHÒNG NGỦ, GIÁ CHỈ 6 TỶ
💰 Giá bán: 6 TỶ
🤝 Hoa hồng: 3% cho tất cả anh em môi giới khi chốt được.
📍 42/2 Duy Tân, Phường Cầu Kiệu, Quận Phú Nhuận
📐 Diện tích công nhận: 28m²
🏗 Kết cấu: 1 trệt 3 lầu – bê tông cốt thép kiên cố
🛏 5 phòng ngủ – 3 toilet
🧱 Hướng Tây Bắc – phong thủy tốt, nhà cực sáng
🌿 Ban công cây xanh, giếng trời thoáng mát, cửa kính lớn đón nắng tự nhiên
 • Sổ hồng riêng – công chứng liền và ngay.
 • Bán nguyên trạng, không bao hoàn công.
———————————————————
☎#*** #Lê Vũ kinh doanh BĐS
Group sổ sách 2 ***",090133 ***,"Nhà ngõ, hẻm",28 m²,120 m²,"214,29 triệu/m²",Đã có sổ,5 phòng,3 phòng,4,Nội thất cao cấp,,Nhà nở hậu,5 m,6 m,,,"[172.31, 170, 178.54, 153.56, 144.63, 141.87, 141.87, 154.29, 169.17, 164.63, 164.63, 164.63, 164.63]"
"Hxh , huỳnh văn bánh , 3 tầng , 3pn , 36m2 chỉ 5.15 tỷ","5,15 tỷ","143,06 triệu/m²",36 m²,"489, Đường Huỳnh Văn Bánh, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","+ Vị trí: Ngay Kinh đô thời trang Huỳnh Văn Bánh - Lê Văn Sỹ, Phường Phú Nhuận. Xung quanh nhiều trường học, nhà thờ, siêu thị, chợ, đi sân bay chỉ 7 phút, tiện ích ko thiếu gì.+ Kết cấu: Trệt, 2 lầu đúc BTCT kiên cố. Gồm 2PN Master, 3WC, PK, bếp, ban công tầng 2-3 thêm 8m cực rộng thoáng.",036474 ***,"Nhà ngõ, hẻm",36 m²,90 m²,"143,06 triệu/m²",Đã có sổ,3 phòng,3 phòng,3,Nội thất cao cấp,,,4.4 m,8.5 m,,,"[190, 190, 181.82, 186.88, 186.88, 187.8, 205.88, 185.88, 185.88, 178.17, 178.17, 178.17, 178.17]"
"DT 600tr Năm,Giảm Sâu hơn 2tỷ, Mặt tiền kinh doanh ngayPhú Nhuận","8,6 tỷ","268,75 triệu/m²",32 m²,"Đường Nguyễn Đình Chính, Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Dòng tiền 600tr Năm, Chủ quá ngộp Giảm Sâu hơn 2tỷ, Mặt tiền kinh doanh đa ngành ngay TT Phú Nhuận chỉ 8,6 Tỷ

3TÂNG 4PN 5WC FULL NỘI THẤT

Giao Nguyển Văn Trổi ,Huỳnh Văn Bánh, Nguyển Đình Chính, Lê Văn Sĩ, giáp Q1,Q3 Tân Bình Sân Bay

A.C cal và kết bạn ZALO #*** TRANG TRẦN",090598 ***,"Nhà mặt phố, mặt tiền",32 m²,,"268,75 triệu/m²",Đã có sổ,4 phòng,,3,Nội thất đầy đủ,,,3.2 m,10 m,,,"[259.26, 290, 250, 270, 270, 251.67, 250]"
NHÀ HXH PHÚ NHUẬN 11 TỶ,11 tỷ,"183,33 triệu/m²",60 m²,"Đường Nguyễn Công Hoan, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Nhà Đường Ng.Công.Hoan
HXH Quận Phú Nhuận

▪︎DT : 60m2 ( 3,7m × 16m )
▪︎trệt,lững,3 Lầu + S.thượng
▪︎6 phòng ngủ + 7wc
Trước nhà hơn 10m đậu xe thoải mái,cách măt tiền 20m
Sổ hồng riêng,Chuẩn",,"Nhà ngõ, hẻm",60 m²,,"183,33 triệu/m²",,6 phòng,Nhiều hơn 6 phòng,4,,,,3.7 m,16 m,,,"[171.05, 171.05, 171.05, 171.05, 171.05, 171.05, 162.22, 147.62, 151.11, 173.14, 173.14, 199.55, 199.55]"
🏡 2Tỷ300 CÓ NHÀ PHÚ NHUẬN SHR DTSD 30m2,"2,3 tỷ",230 triệu/m²,10 m²,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","💵Mini House 2Tỷ300tr Bớt Lộc 🤝
📍Hẻm 1 Sẹc - Thích Quảng Đức - P. Đức Nhuận - Phú Nhuận, tiện di chuyển đi Sân Bay TSN, khu ẩm thực Phan Xích Long, Ngã 4 Phú Nhuận,…
✅ Tổng DTSD 1 Trệt - 1 Lầu - Sân Thượng: 30m2 
✅ Hẻm thông, ba gác tới cửa, an ninh dân trí, sạch sẽ 
📒 Sổ Hồng riêng mới 2025
☎️ *** (ĐÚNG NHÀ ĐÚNG GIÁ)",,"Nhà ngõ, hẻm",10 m²,30 m²,230 triệu/m²,Đã có sổ,1 phòng,1 phòng,3,Hoàn thiện cơ bản,,,,,,,"[189.76, 142.5, 170.28, 180.81, 180.81, 180.56, 145.79, 166, 157.92, 173.54, 179.77, 175, 190.35]"
"Nhà 3 tầng , 2pn , nguyễn đình chiểu , phú nhuận 3.1 tỷ","3,1 tỷ","129,17 triệu/m²",24 m²,"Đường Nguyễn Đình Chiểu, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Bán nhà 3 tầng 2pn , nguyễn đình chiểu , phú nhuận 3.1 tỷ

Nhà đang cho thuê 6tr/ tháng

Gần hẻm xe hơi",036474 ***,"Nhà ngõ, hẻm",24 m²,60 m²,"129,17 triệu/m²",Đang chờ sổ,2 phòng,3 phòng,3,Nội thất đầy đủ,,,3 m,8 m,,,"[190, 190, 181.82, 186.88, 186.88, 187.8, 205.88, 185.88, 185.88, 178.17, 178.17, 178.17, 178.17]"
"NHÀ MẶT TIỀN - NGUYỄN KIỆM , PHÚ NHUẬN",5 tỷ,"156,25 triệu/m²",32 m²,"504, Đường Nguyễn Kiệm, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🔥 NHÀ MẶT TIỀN NGUYỄN KIỆM – PHÚ NHUẬN 🔥
📍 Vị trí: Mặt tiền đường Nguyễn Kiệm, P. Phú Nhuận, TP.HCM
📐 Diện tích sử dụng 52 ( trong đó có lộ giới vẫn được sử dụng )
🏠 Kết cấu: Trước nhà đang cho thuê – sau nhà ở riêng biệt
• Mặt trước đang cho thuê 14 triệu/tháng (mới giảm giá cho khách thuê)
• Vừa ở vừa có thu nhập ổn định
• Chủ nhà hiền, dễ thương, thiện chí bán
• Nhận cọc từ 500 triệu – 1 tỷ
• 3–4 tháng công chứng cho khách nếu chưa đủ tiền
• Phù hợp khách mua ở, đầu tư, giữ tiền lâu dài
✅ sổ hồng riêng
✅ Khu vực trung tâm, kinh doanh sầm uất
✅ Giá hiếm trong tầm tiền
📞 Ai có nhu cầu mua thật, liên hệ em ngay để xem nhà & chốt nhanh, chốt 5 tỷ
lh: ***",090301 ***,"Nhà mặt phố, mặt tiền",32 m²,32 m²,"156,25 triệu/m²",Đã có sổ,2 phòng,2 phòng,,,Đông,Hẻm xe hơi,3 m,10 m,,,[]
Nhà 3 tầng 2pn hẻm 102 hồ biểu chánh phú nhuận 3.05 tỷ,"3,05 tỷ","127,08 triệu/m²",24 m²,"Hẻm 102 Hồ Biểu Chánh, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","SÁT HXH - SỔ HOÀN CÔNG - 2PN - NỞ HẬU+ Kết cấu: 1 trệt, 2 lầu.+ Nhà vào ở ngay với 2PN 2WC+ Hẻm ba gác, gần sát HXH + Sổ nở hậu, hoàn công đầy đủ",036474 ***,"Nhà ngõ, hẻm",24 m²,63 m²,"127,08 triệu/m²",Đã có sổ,2 phòng,2 phòng,3,Nội thất đầy đủ,,Nhà nở hậu,3 m,8 m,,,"[190, 190, 181.82, 186.88, 186.88, 187.8, 205.88, 185.88, 185.88, 178.17, 178.17, 178.17, 178.17]"
"Nhà 3 tầng , 2pn , lê văn sỹ phú nhuận , 30m2 , 3.99 tỷ","3,99 tỷ",133 triệu/m²,30 m²,"Đường Lê Văn Sỹ, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","HẺM XE TẢI - HUỲNH VĂN BÁNH THÔNG TRẦN HUY LIỆU - P11 PN - DSTS 60M - 3 TẦNG - 2 PN 3 WC - 3.99 TỶ

🌻 Nhà mới kết cấu 1 trệt + 2 lầu: bao gồm sân để xe, phòng khách, bếp, 2 PN 3 WC.
🌻Tặng toàn bộ nội thất mới, khách vào ở đón Tết.
🌻 Siêu vị trí: sát ngay hẻm phân lô xe hơi thông Huỳnh Văn Bánh an ninh, yên tĩnh. Hàng xóm dân trí.",,"Nhà ngõ, hẻm",30 m²,60 m²,133 triệu/m²,Đã có sổ,2 phòng,3 phòng,3,Nội thất cao cấp,,,3 m,10 m,,,"[152.5, 152.5, 152.5, 152.5, 152.5, 152.5, 152, 152, 152, 152, 152, 152, 152]"
"🔥Nhà 3 Tầng 2 Phòng Ngủ_ Phan Xích Long_ Phú Nhuận , Sd 60m2 Nhỉnh 5tỷ","5,75 tỷ","287,50 triệu/m²",20 m²,"Đường Phan Xích Long, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Kết cấu: 1 trệt + 2 lầu BTCT kiên cố.- Công năng: 2 Phòng ngủ, 3 WC, tổng diện tích sàn sử dụng 61.08m2.",,"Nhà ngõ, hẻm",20 m²,60 m²,"287,50 triệu/m²",Đã có sổ,2 phòng,3 phòng,3,Hoàn thiện cơ bản,,,4 m,6 m,,,"[198.75, 198.75, 170.55, 170.55, 168.57, 191.02, 170.78, 170.78, 178.1, 176.46, 176.46, 214.9, 214.06]"
NHÀ MỚI - 5 TẦNG - HẺM 1 TRỤC - SÁT MẶT TIỀN - FULL NỘI THẤT - 5.85TỶ.,"5,85 tỷ","291,04 triệu/m²",20.1 m²,"Đường Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Diện tích : 25m2(3m x 7m) Diện tích sổ 20.1m2
Nhà bao gồm 1 trệt, 4 lầu: phòng khách, bếp, 3 PN 4 WC, ban công. Sân thượng.
Nhà sát mặt tiền ,hẻm ở kinh doanh ngay mặt tiền Nguyễn Văn Trỗi có bãi để xe hơi.
Phòng nào cũng có ban công thoáng.
Sổ pháp lý sạch. Sẵn sàng công chứng",093284 ***,"Nhà ngõ, hẻm",20.1 m²,,"291,04 triệu/m²",,3 phòng,4 phòng,5,Nội thất đầy đủ,,,3.3 m,7 m,,,[]
Mặt tiền Phú Nhuận 3 Tầng 54m2 chỉ 9.8 tỷ,"9,8 tỷ","181,48 triệu/m²",54 m²,"Đường Lê Quý Ðôn, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Mặt Tiền Lê Quý Đôn - Nguyễn Văn Trổi.

Dt: 4.2 m x 12 m nở Hậu 6m dtcn 54m2
Nhà Kết Cấu 3 tầng
3 pn 3 wc 

Sổ Hồng Chính Chủ: 

Giá 9.8 tỷ Thương Lượng 
Lh a Khoa",,"Nhà mặt phố, mặt tiền",54 m²,,"181,48 triệu/m²",Đã có sổ,3 phòng,3 phòng,3,Hoàn thiện cơ bản,,Nhà nở hậu,4.2 m,12 m,,,[]
Cần Bán nhà Phú Nhuận giá tôt’,"16,9 tỷ","244,22 triệu/m²",69.2 m²,"Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🌷🌷🌷🌷NHÀ MẶT TIỀN GÓC 3 MẶT TIỀN TRẦN HỮU TRANG NGAY NGUYỄN VĂN TRỖI HỒ BIỂU CHÁNH PHÚ NHUẬN🌼🌼🌼🌼🌼

🍀Địa Chỉ: 20 Trần Hữu Trang, Phường 11, Quận Phú Nhuận

🍀Diện Tích: 6 X 12.5m

🍀Công Nhận: 69.2m2

🍀Kết Cấu: Trệt, 4 Lầu

 🍀Hiện Trạng: Góc 3 Mặt Tiền, Có Hồ Bơi Trên Sân Thượng, Hầm Để Xe Hơi, Thang Máy

🌴Pháp Lý: Sổ Hồng Riêng

⭐️⭐️⭐️Vị Trí: Mặt Tiền Trần Hữu Trang, Ngay Nguyễn Văn Trỗi, Gần Hồ Biểu Chánh, Khu Kinh Doanh Sầm Uất🌟🌟

🌈🌈🌈🌈Giá Bán: 16.9 Tỷ🌈🌈🌈🌈",077830 ***,"Nhà mặt phố, mặt tiền",69.2 m²,205.1 m²,"244,22 triệu/m²",Đã có sổ,6 phòng,,4,Nội thất cao cấp,,Hẻm xe hơi,6 m,12.5 m,,,"[257.14, 255.71, 256.41, 250, 262.5, 251.75, 250, 269.23]"
BÁN NHÀ NGAY CÔNG VIÊN GIA ĐỊNH - SÁT MẶT TIỀN,"5,38 tỷ","149,44 triệu/m²",36 m²,"Đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🏡 KHU HỒNG HÀ – GẦN CÔNG VIÊN GIA ĐỊNH
✨ NHÀ 3 TẦNG + SÂN THƯỢNG – Ở LÂU DÀI
💰 GIÁ: 5.38 TỶ

📐 Diện tích: 6 x 6m (31m²)
🏗 Kết cấu: Trệt + 2 lầu + sân thượng
🛏 3 phòng cóngủ – 4 WC
🛋 Phòng khách, bếp riêng, sân thượng thoáng mát

🌿 Hẻm thông thoáng, sạch sẽ, an ninh – khu dân cư ổn định
📍 Vị trí đẹp ngay Công viên Gia Định, không khí trong lành
🎓 Gần trường cấp 1 Hồ Văn Huê, cấp 3 Phú Nhuận – tiện cho gia đình có con đi học
👨‍👩‍👧‍👦 Phù hợp mua ở lâu dài.

☎️",,"Nhà ngõ, hẻm",36 m²,,"149,44 triệu/m²",Đã có sổ,3 phòng,4 phòng,4,Nội thất đầy đủ,,,6 m,6 m,,,"[151.28, 160.14, 160.14, 174.11, 174.11, 120.31, 180.69, 180.69, 165.12, 211.88, 211.88, 211.88, 211.88]"
"Mặt Tiền Huỳnh Văn Bánh 180m2, 5 Tầng dòng tiền 35tr/th giảm còn 9,4tỷ","9,4 tỷ","261,11 triệu/m²",36 m²,"Đường Huỳnh Văn Bánh, Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Đã giảm 2 tỷ, rẻ nhất tại Huỳnh Văn Bánh
Vị trí: Trục đường thương hiệu nhất nhì tại Q3, nằm tại đoạn đẹp nhất ngay sát Nguyễn Văn Trỗi.
180m² sàn, 5 Tầng, nhà mới vuông vức.
Dòng tiền 35tr/th.
Giá bán: 9,4 tỷ.
Nhà chính chủ, xem nhà liên hệ trước 30p",,"Nhà mặt phố, mặt tiền",36 m²,,"261,11 triệu/m²",Đã có sổ,6 phòng,,,Nội thất cao cấp,,Nhà nở hậu,,,,,[]
MINI HOUSE PHÚ NHUẬN - HUỲNH VĂN BÁNH - 2PN,"4,5 tỷ",250 triệu/m²,18 m²,"Đường Duy Tân, Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","🎂 MINI HOUSE PHÚ NHUẬN - HUỲNH VĂN BÁNH💰 Giá: 4.5 tỷ
📐 4× 4m | Trệt 2 lầu + sân thượng
🛏 2PN – 3WC

✨ Khu dân trí cao, yên tĩnh, nhà cao tầng đồng bộ, hợp với gia đình trẻ.
✨ Vị trí trung tâm, kết nối nhanh Phan Đình Phùng - Nguyễn Văn Trỗi.",,"Nhà ngõ, hẻm",18 m²,,250 triệu/m²,Đã có sổ,2 phòng,3 phòng,4,Nội thất đầy đủ,,,4 m,4 m,,,"[172.31, 170, 178.54, 153.56, 144.63, 141.87, 141.87, 154.29, 169.17, 164.63, 164.63, 164.63, 164.63]"
Siêu phẩm giá tốt - Villa mini Hồ Biểu Chánh ở ngay đón Tết,"16,9 tỷ","244,22 triệu/m²",69.2 m²,"20, Đường Trần Hữu Trang, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Tìm tới tìm lui khó có căn nào hơn được căn này : 

Nhà đẹp ở ngay , kết cấu nội thất đẹp lại có thang máy mặt tiền đường nhựa đẹp ngay khu VIP Phú Nhuận : 

Căn villa mini có diện tích : 5,5 x 11 nở hậu 5,8m . Diện tích công nhận : 69,2m2. 

Hiện trạng : Trệt lửng 3 lầu + thang máy mới 100% . Địa thế căn góc thông thoáng .

Điểm vượt trội : So với những căn nhà thông thường hiện tại , mức giá đối với nhà hẻm xe hơi thuần cũng đã xấp xỉ 15-16 tỷ . Gần như tương đương mức tài chính đã có căn nhà mặt tiền ( đường nhánh ) , nhà chỉnh chu pháp lý chuẩn , bonus thêm tầng trệt làm kiểu hầm lài để xe hơi + 10 chiếc xe máy. 

Giá trị kinh tế có , khai thác dòng tiền cũng tốt . Kết hợp vừa ở vừa cho thuê dòng tiền ổn định . 

Mức giá : 16,9 tỷ còn thương lượng . Khách mua trước Tết lại có giá tốt hơn .",090764 ***,"Nhà mặt phố, mặt tiền",69.2 m²,205.1 m²,"244,22 triệu/m²",Đã có sổ,4 phòng,5 phòng,5,Nội thất cao cấp,Tây Nam,Nhà nở hậu,5.5 m,11 m,,,"[285.71, 285.71, 256.51, 256.51, 254.72, 254.72, 266.67, 283.95, 281.14, 281.48, 281.48, 281.48, 281.48]"
"Mặt Tiền Nguyễn Kiệm Phú Nhuận – 50m² – Giá 4,9 Tỷ","4,9 tỷ",98 triệu/m²,50 m²,"Đường Nguyễn Kiệm, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","Nhà mặt tiền Nguyễn Kiệm, Phú Nhuận – 50m², đang cho thuê gần 15tr/th, giá 4,9 tỷ 

📐 DIỆN TÍCH
 • Diện tích: 50m²

🏗️ KẾT CẤU
 • Trệt, lững 

📍 VỊ TRÍ
 • Mặt tiền đường Nguyễn Kiệm, Phú Nhuận
 • Gần các trục lớn: Phạm Văn Đồng – Hoàng Minh Giám – Nguyễn Văn Trỗi, Phan Đăng Lưu 

🎯 TIỆN ÍCH
 • Khu kinh doanh sầm uất, gần sân bay Tân Sơn Nhất
 • Xung quanh đầy đủ: ngân hàng, cửa hàng, quán ăn, văn phòng

📜 PHÁP LÝ
 • Sổ hồng riêng – pháp lý chuẩn – công chứng ngay

💰 GIÁ CHÀO
 • 4,9 Tỷ 

📞 LIÊN HỆ

☎️ Minh Trí – xem nhà trực tiếp",093559 ***,"Nhà mặt phố, mặt tiền",50 m²,70 m²,98 triệu/m²,Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,Nhà dính quy hoạch / lộ giới,3.2 m,15 m,,,[]
"NHÀ 3 TẦNG PHAN XÍCH LONG, PHÚ NHUẬN – 2PN, 3WC. Chỉ 5 tỷ7","5,7 tỷ","158,33 triệu/m²",36 m²,"Đường Phan Xích Long, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","⚡️Vị trí: Ngay khu ""Phố ẩm thực"" sầm uất, sát bên Quận 1 và Quận 3. Hẻm sạch sẽ, an ninh. 

Kết cấu: 1 trệt + 2 lầu BTCT kiên cố.- Công năng: 3 Phòng ngủ, 3 WC, 

⚡️Pháp lý: Sổ hồng riêng, hoàn công đủ, công chứng ngay.",,"Nhà ngõ, hẻm",36 m²,90 m²,"158,33 triệu/m²",Đã có sổ,3 phòng,3 phòng,3,Nội thất đầy đủ,,,3 m,12 m,,,"[190, 190, 181.82, 186.88, 186.88, 187.8, 205.88, 185.88, 185.88, 178.17, 178.17, 178.17, 178.17]"
"Nhà 3 Phòng Ngủ_ Phan Tây Hồ_ Phú Nhuận , Nhỉnh 4tỷ , 35m2 Nở Hậu","4,75 tỷ","131,94 triệu/m²",36 m²,"Đường Phan Tây Hồ, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Kết cấu: 1 trệt, 1 lầu BTCT
+ Nhà vào ở ngay với 3PN 3WC. Có PN bên dưới+ Hẻm ba gác
+ Sổ nở hậu tài lộc. Hoàn công đầy đủ.",090282 ***,"Nhà ngõ, hẻm",36 m²,72 m²,"131,94 triệu/m²",Đã có sổ,3 phòng,2 phòng,2,Hoàn thiện cơ bản,,Nhà nở hậu,3.2 m,8 m,,,"[151.96, 131.82, 131.82, 172.67, 134.84, 134.84, 133.32, 203.56, 123.96, 123.96, 180.48, 151.96, 151.96]"
"🌈 Nhà Đẹp 3PN - 56/70 - 7,85T.ỷ - Thích Quảng Đức","7,85 tỷ","112,14 triệu/m²",70 m²,"Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🌈 Nhà Đẹp Đón Tết - HXH - 7.85T.ỷ - 55,3/70m2 - 4,4m x 15m - 3PN (1PN trệt) - Thích Quảng Đức - Phú Nhuận
- Diện tích: 4.4 x15m, công nhận 56m2, hiện trạng 70 hoàn công chuẩn.
 - Kết cấu :1 trệt 1 lầu đúc, 3PN master ,3WC ( PN trệt ) , ban công, giếng trời, sân đậu xe hơi riêng biệt. 
- Vị trí : Hẻm xe hơi 1 trục, cách MT 30m, trung tâm lõi Phú Nhuận, gần Phan Xích Long, Nguyễn Kiệm, đi sân bay 5phút. 
- Sổ hồng chính chủ, hoàn công đủ.",076939 ***,"Nhà ngõ, hẻm",70 m²,,"112,14 triệu/m²",Đã có sổ,3 phòng,3 phòng,2,Nội thất cao cấp,Đông Bắc,Hẻm xe hơi,4.4 m,15 m,,,"[150, 150, 150, 150, 140, 141.82, 194.62, 194.62, 164.54, 159.79, 159.79, 179.63, 179.63]"
nhà đẹp (rất mới),"10,75 tỷ","217,17 triệu/m²",49.5 m²,"Đường Cầm Bá Thước, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)",Nhà gồm các trung tâm lớn ngay quận Phú nhuận gần bệnh viện gia định gần đường phan xích long khu ẩm thực Vạn kiếp gần chợ Bà Chiểu gần trường đại học gần quận nhất quận Bình Thạnh gần các trường học các cấp gần các ngân hàng,,"Nhà ngõ, hẻm",49.5 m²,,"217,17 triệu/m²",Đã có sổ,4 phòng,5 phòng,5,Nội thất cao cấp,,Hẻm xe hơi,3.6 m,14.5 m,,,"[148.75, 148.75, 148.75, 148.75, 148.75, 148.75, 148.75, 148.75, 148.75, 148.75]"
